"Trcid";"Title";"Shortdescription";"Longdescription";"Calendarsummary";"Types";"Ids";"Locatienaam";"City";"Adres";"Zipcode";"Latitude";"Longitude";"Urls";"Media";"Thumbnail";"Datepattern_startdate";"Datepattern_enddate";"Singledates";
"02d3dde2-cddb-46f0-90f4-a654a85f9430";"Sarcofaag van Etersheim";" Het Geheim van Etersheim Op donderdagmiddag 9 juni vindt in de Grote Kerk van Oosthuizen de onthulling plaats van de gerestaureerde sarcofaag van Etersheim. De sarcofaag maakt deel uit van de tentoonstelling &lsquo:Het Geheim van Etersheim.' De Commissaris van de Koningin, de heer Johan Remkes, onthult de gerestaureerde sarcofaag. Daarnaast opent gedeputeerde, mevrouw Elvira Sweet, een QR kerkenroute in Zeevang. 's Avonds is de Grote Kerk open voor publiek van 18.00 tot 22.00 uur.    Tot 1 augustus is de tentoonstelling &lsquo:Het Geheim van Etersheim' te zien op de donderdag, vrijdag, z";" Het Geheim van Etersheim Op donderdagmiddag 9 juni vindt in de Grote Kerk van Oosthuizen de onthulling plaats van de gerestaureerde sarcofaag van Etersheim. De sarcofaag maakt deel uit van de tentoonstelling &lsquo:Het Geheim van Etersheim.' De Commissaris van de Koningin, de heer Johan Remkes, onthult de gerestaureerde sarcofaag. Daarnaast opent gedeputeerde, mevrouw Elvira Sweet, een QR kerkenroute in Zeevang. 's Avonds is de Grote Kerk open voor publiek van 18.00 tot 22.00 uur.    Tot 1 augustus is de tentoonstelling &lsquo:Het Geheim van Etersheim' te zien op de donderdag, vrijdag, zaterdag en zondag van 14.00-17.00 uur. De toegang is gratis. De sarcofaag zal twee jaar in Oosthuizen blijven.   ";"donderdag 9 juni 2011 t/m donderdag 9 juni 2011 ma-zo: geopend";"Varia";"2.3.18";"Grote Kerk Oosthuizen";"Oosthuizen";"Raadhuisstraat 61";"1474 VJ";"52.570929";"4.992548";"";"";"";"09/06/2011";"09/06/2011";"";
"02d71b26-8634-493b-a67b-ba39426a467e";"Senioren vierdaagse (t/m vr 29 juni)";" Stichting Geco&ouml:rdineerd Ouderenwerk Monnickendam organiseert weer de seniorenvierdaagse. Vier middagen lang trekt een stoet van rolstoelers voor een 3km lange tocht door de Waterlandse kernen: Op dinsdag 26 juni: Monnickendam Op woensdag 27 juni: Broek in Waterland Op donderdag 28 juni: Marken Op vrijdag 29 juni: Monnickendam. Kosten deelname: &euro: 7,50 (incl. busvervoer). Schrijf op tijd in, want er zijn beperkt plaatsen beschikbaar.    Telefoonnummer contactpersoon: 0299-651813 / Dina de Vries  ";" Stichting Geco&ouml:rdineerd Ouderenwerk Monnickendam organiseert weer de seniorenvierdaagse. Vier middagen lang trekt een stoet van rolstoelers voor een 3km lange tocht door de Waterlandse kernen: Op dinsdag 26 juni: Monnickendam Op woensdag 27 juni: Broek in Waterland Op donderdag 28 juni: Marken Op vrijdag 29 juni: Monnickendam. Kosten deelname: &euro: 7,50 (incl. busvervoer). Schrijf op tijd in, want er zijn beperkt plaatsen beschikbaar.    Telefoonnummer contactpersoon: 0299-651813 / Dina de Vries  ";"dinsdag 26 juni 2012 t/m vrijdag 29 juni 2012 ma: gesloten di-vr: 14:00 - 16:00 uur za, zo: gesloten";"Sportevenement";"2.3.13";"diverse kernen";"Monnickendam";"";"";"52.455569";"5,039232";"http://www.sgom.nl";"";"";"26/06/2012";"29/06/2012";"";
"02e991eb-bbd1-4779-ab80-f49a18f3452e";"Zaanse Energie Koöperatie lanceert Zaanse Energie";"Op vrijdag 15 juni is de feestelijke lancering van Zaanse Energie. De Zaanse Energie Koöperatie gaat voor een Zaanstreek waar duurzame energie wordt opgewekt door moderne windturbines en waar authentieke windmolens in de nabije toekomst ook duurzame energie gaan produceren. Waar zonnepanelen veelvuldig aanwezig zijn, worden geïnstalleerd en energiebesparing gewoon is.";"Op vrijdag 15 juni is de feestelijke lancering van Zaanse Energie. De Zaanse Energie Ko&ouml:peratie gaat voor een Zaanstreek waar duurzame energie wordt opgewekt door moderne windturbines en waar authentieke windmolens in de nabije toekomst ook duurzame energie gaan produceren. Waar zonnepanelen veelvuldig aanwezig zijn, worden ge&iuml:nstalleerd en energiebesparing gewoon is.<br /> <br /> Vanaf 15.30 is iedereen welkom bij Molen de Kat aan de Kalverringdijk 29.";"vrijdag 15 juni 2012, 15:30 uur";"Varia";"2.3.18";"Molen de Kat";"ZAANDAM";"Kalverringdijk 29";"1509 BT";"52.472500";"4.816079";"http://www.zaanse-energie.nl";"http://media.iamsterdam.com/ndtrc/Images/20120613/cd2b07ed-ab89-4a04-9527-92844b8df3f3.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120613/cd2b07ed-ab89-4a04-9527-92844b8df3f3.jpg";"";"";"15/06/2012";
"02ebef15-7efa-4d5d-8d4b-875228eca761";"Wedstrijd Strandzeilen";"Wedstrijd Strandzeilen. Iedereen is van harte welkom om deze spectaculaire sport van dichtbij te komen bezichtigen en wellicht zelf van te proeven.  ";"Wedstrijd Strandzeilen. Iedereen is van harte welkom om deze spectaculaire sport van dichtbij te komen bezichtigen en wellicht zelf van te proeven.  ";"tot zaterdag 14 januari 2012 ma-vr: gesloten za: geopend zo: gesloten";"Sportevenement";"2.3.13";"Kennemerstrand thv Reddingsbrigade";"IJmuiden aan Zee";"";"1976 GA";"52.456535";"4.558272";"http://www.strandzeilen.com/fotos.html";"http://media.iamsterdam.com/ndtrc/Images/20111229/71349c2a-816b-433d-884a-289f76579881.jpg";"http://media.iamsterdam.com/ndtrc/Images/20111229/71349c2a-816b-433d-884a-289f76579881.jpg";"14/01/2012";"14/01/2012";"";
"031ebcc3-a077-4845-bb21-fed49ba4a127";"Expositie: Anton Heyboer";" Theater de Purmaryn exposeert werken van Anton Heyboer. Aanleiding hiervoor was de beschikbaarstelling van een werk van Heyboer aan benefietveiling voor Odion, georganiseerd door Bernadette Huisman van B-Free. Anton Heyboer woonde vanaf 1960 tot aan zijn dood op 9 april 2005 in Den Ilp. Hij leefde daar in zeer sobere omstandigheden ('Niets is alles en alles is niets) om zich toe te kunnen leggen op de schilderkunst, zen, liefde en spiritualiteit.   ";" Theater de Purmaryn exposeert werken van Anton Heyboer. Aanleiding hiervoor was de beschikbaarstelling van een werk van Heyboer aan benefietveiling voor Odion, georganiseerd door Bernadette Huisman van B-Free. Anton Heyboer woonde vanaf 1960 tot aan zijn dood op 9 april 2005 in Den Ilp. Hij leefde daar in zeer sobere omstandigheden ('Niets is alles en alles is niets) om zich toe te kunnen leggen op de schilderkunst, zen, liefde en spiritualiteit.   ";"dinsdag 15 maart 2011 t/m zaterdag 7 mei 2011 ma-zo: geopend";"Tentoonstelling";"2.3.14";"De Purmaryn";"Purmerend";"Waagplein 1";"1441 BB";"52.510034";"4.946930";"http://www.depurmaryn.nl";"";"";"15/03/2011";"07/05/2011";"";
"0375e832-bdb8-4c2d-af43-c1aecbc192be";"Anders zijn is niet gek";"Steek een kaarsje aan ";"Steek een kaarsje aan ";"zaterdag 10 september 2011 t/m zaterdag 10 september 2011 ma-zo: geopend";"Open Dag";"2.3.11";"Lutherse Kerk";"Purmerend";"Hoogstraat 18";"1441 BC";"52.509288";"4.944947";"";"";"";"10/09/2011";"10/09/2011";"";
"038b67f2-27d0-46a5-acba-b60fbf86f560";"Rondleiding Rembrandt (ARTTRA)";"Onder leiding van een gids wandeling in de voetsporen van Rembrandts Amsterdam. Uw gasten ontdekken de stad in de tijd dat deze kunstenaar met veelzijdig talent er woonde en werkte.  ";"";"Altijd open";"Excursie,Rondleiding,Wandeltocht";"2.7.2,2.3.12,2.3.17";"";"AMSTERDAM";"Tweede Boomdwarsstraat 4";"1015 LK";"52.378873";"4.882905";"http://www.arttra.com";"http://media.iamsterdam.com/ndtrc/Images/20110224/595d56c3-02cc-425f-a414-c6612a6b8865.jpg";"http://media.iamsterdam.com/ndtrc/Images/20110224/595d56c3-02cc-425f-a414-c6612a6b8865.jpg";"24/02/2011";"";"";
"03c07f66-6b87-4724-b8fb-024abbc55e92";"Doe mee met...Het Voorleesfeest";" Hoor jij het Boekie Woekie-lied? Dan gaat het Voorleesfeest beginnen! Ontdek welk boek deze keer uit de verhalenkist wordt getoverd. Kijk, luister en doe mee met het verhaal. Verhaal: Schattig / Over stoer en lief, maar vooral: jezelf zijn / Doen: Maak je eigen coole zonnebril!       ";" Hoor jij het Boekie Woekie-lied? Dan gaat het Voorleesfeest beginnen! Ontdek welk boek deze keer uit de verhalenkist wordt getoverd. Kijk, luister en doe mee met het verhaal. Verhaal: Schattig / Over stoer en lief, maar vooral: jezelf zijn / Doen: Maak je eigen coole zonnebril!       ";"woensdag 9 maart 2011 t/m woensdag 9 maart 2011 ma-zo: geopend";"Varia";"2.3.18";"Bibliotheek Velserbroek";"Velserbroek";"Maan Bastion 476";"1991 RH";"52.432960";"4.661073";"http://www.bibliotheekvelsen.nl";"";"";"09/03/2011";"09/03/2011";"";
"03c45b00-5ca0-4935-9d53-8d58d711c6cc";"Dappermarkt";"Multi culturele warenmarkt met ongeveer 200 marktkramen in Amsterdam-Oost. Op de Dappermarkt vindt u alles wat u van een echte Wereldmarkt mag verwachten. Etenswaren van dichtbij en ver weg, huishoudelijke artikelen, kleding en schoeisel, bloemen en planten en nog veel meer. De markt vindt iedere dag plaats van 9:00 tot 18:00 uur met uitzondering van zondag.";"De Dappermarkt trekt dagelijks vele duizenden bezoekers uit het gehele land en is meer dan een toeristenmarkt. De markt is een wereldmarkt waar de koopjes u zullen verbazen. De samenstelling van het aanbod is bijna iedere dag anders en omvat een wereldwijd assortiment in food en non-food.";"ma-za: 09:00 - 18:00 uur zo: gesloten";"Markt";"2.3.10";"";"AMSTERDAM";"Dapperstraat 279";"1093 BS";"52.361604";"4.928421";"http://www.dappermarkt.nl";"http://media.iamsterdam.com/ndtrc/Images/20110321/8b8315e5-f625-410c-81a0-4279ce4209f3.jpg";"http://media.iamsterdam.com/ndtrc/Images/20110321/8b8315e5-f625-410c-81a0-4279ce4209f3.jpg";"21/03/2011";"";"";
"03d759e6-6ecf-4930-9c8b-8f4ea35be05a";"KidsWeken SnowPlanet";"De KidsWeek 2012  zit weer boordevol sport, spel, lol en plezier. Naast het dagelijkse sneeuwprogramma waar je op je eigen niveau ski- of snowboardles krijgt, zullen er in de  middag afwisselende activiteiten plaatsvinden.";"Het middagprogramma van de KidsWeek 2012 is nog een verrassing, maar we kunnen je wel alvast verklappen dat het<br /> een doldwaze week wordt die je nooit meer zal vergeten. Van al die activiteiten krijg je honger, daarom staat er iedere<br /> dag een overheerlijke lunch en avondmaal voor je klaar. Als afsluiting van de week kunnen jij en je ouders op de laatste<br /> dag meedoen aan een gezellige barbecue.<br /> ";"maandag 30 juli 2012 t/m vrijdag 3 augustus 2012 ma-vr: 08:30 - 18:00 uur za, zo: gesloten";"Varia";"2.3.18";"";"VELSEN-ZUID";"Heuvelweg 6-8";"1981 LV";"52.449596";"4.678821";"http://www.snowplanet.nl";"http://media.iamsterdam.com/ndtrc/Images/20120217/812d129a-945a-477f-977a-501961df45e9.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120217/812d129a-945a-477f-977a-501961df45e9.jpg";"30/07/2012";"03/08/2012";"";
"03fab1c4-a893-426b-98a1-645e53dd3efa";"Honingslingeren";"Altijd zijn imkers, goed ingepakt, in hun eentje aan het werk. Een keer per jaar is dat  anders. In het natuurmuseum slingeren ze dan de honing en vertellen ze bezoekers over hun werk.";"Altijd zijn imkers, goed ingepakt, in hun eentje aan het werk. Een keer per jaar is dat &nbsp:anders. In het natuurmuseum slingeren ze dan de honing en vertellen ze bezoekers over hun werk.";"zondag 26 augustus 2012, 13:00 - 17:00 uur";"Open Dag";"2.3.11";"Natuurmuseum E. Heimans";"ZAANDAM";"Thijssestraat 1";"1504 LB";"52.440629";"4.846625";"http://www.nme-zaanstreek.nl";"http://media.iamsterdam.com/ndtrc/Images/20120613/0107c70d-bfb8-4d72-9c63-f8839b760167.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120613/0107c70d-bfb8-4d72-9c63-f8839b760167.jpg";"";"";"26/08/2012";
"0400d133-877b-42a6-8e3f-a72d90b7a181";"Foto-expositie";" Een tentoonstelling met fotografisch werk van Hanneke Kruijver, Eva Kat, Guda Groot, Hennie Dekker, Luzan Veenendaal, Ton Tuinman en Wim Vooijs.  ";" Een tentoonstelling met fotografisch werk van Hanneke Kruijver, Eva Kat, Guda Groot, Hennie Dekker, Luzan Veenendaal, Ton Tuinman en Wim Vooijs.  ";"zaterdag 28 januari 2012 t/m zondag 29 januari 2012 ma-vr: gesloten za, zo: geopend";"Tentoonstelling";"2.3.14";"Het Weefhuis";"Zaandijk";"Lagedijk 39";"1544 BB";"52.474071";"4.813792";"http://www.hetweefhuis.nl";"http://media.iamsterdam.com/ndtrc/Images/20111209/650c5479-2a3d-45ab-9d1f-63eef30be592.jpg";"http://media.iamsterdam.com/ndtrc/Images/20111209/650c5479-2a3d-45ab-9d1f-63eef30be592.jpg";"28/01/2012";"29/01/2012";"";
"0416d5c9-68fe-43b0-8ef4-9ba120c189cf";"Allerzielen Velsen Verlicht";"Een nieuwe maatschappelijke vorm van dodenherdenking samen met beeldend kunstenaars, musici, theatermakers.  ";"Een nieuwe maatschappelijke vorm van dodenherdenking samen met beeldend kunstenaars, musici, theatermakers.";"woensdag 7 november 2012 t/m woensdag 7 november 2012 ma, di: gesloten wo: 19:00 - 22:00 uur do-zo: gesloten";"Varia";"2.3.18";"Begraafplaats de Biezen";"Santpoort-Noord";"Kweekerslaan 21";"2071 KA";"52.440276";"4.645187";"http://allerzielenvelsen.nl/";"http://media.iamsterdam.com/ndtrc/Images/20111006/a10b6f6d-f975-4879-a269-2dcb6d596b4f.jpg";"http://media.iamsterdam.com/ndtrc/Images/20111006/a10b6f6d-f975-4879-a269-2dcb6d596b4f.jpg";"07/11/2012";"07/11/2012";"";
"0427b8cd-cb2a-4225-9fb8-da9458d227d9";"Lapjesmarkt";"De Lapjesmarkt is een textielmarkt. Deze markt vindt gelijktijdig plaats met de Noordermarkt op maandag, deze markten lopen in elkaar over. De markt is open van 09:00 tot 14:00 uur.";"";"ma: 09:00 - 14:00 uur di-zo: gesloten";"Markt";"2.3.10";"";"AMSTERDAM";"Westerstraat";"1016 DH";"52.378304";"4.883035";"";"http://media.iamsterdam.com/ndtrc/Images/20110328/1c753008-6d4c-48aa-b53a-786dd8fc3491.jpg";"http://media.iamsterdam.com/ndtrc/Images/20110328/1c753008-6d4c-48aa-b53a-786dd8fc3491.jpg";"28/03/2011";"";"";
"0442116b-daf0-4012-ac3d-7b5c41dde166";"Stadswandeling met gids door Oud Monnickendam";"Gratis stadswandeling met gids door Oud Monnickendam. (niet voor groepen) Vanaf 11 mei t/m 28 september 2012,verzamelen op vrijdag om 19.30uur bij de Speeltoren.   Wandeling voor groepen, ook in andere talen, mogelijk op ieder tijdstip gedurende het gehele jaar. Kosten &amp:euro: 3,00 p.p. Min 6 personen.   ";"Gratis stadswandeling met gids door Oud Monnickendam. (niet voor groepen) Vanaf 11 mei t/m 28 september 2012,verzamelen op vrijdag om 19.30uur bij de Speeltoren.   Wandeling voor groepen, ook in andere talen, mogelijk op ieder tijdstip gedurende het gehele jaar. Kosten &euro: 3,00 p.p. Min 6 personen.   ";"tot vrijdag 7 september 2012 ma-do: gesloten vr: 19:30 uur za, zo: gesloten";"Wandeltocht";"2.3.17";"Oude stad. Verzamelen bij de Speeltoren";"Monnickendam";"";"";"52.455569";"5,039232";"http://www.oudmonnickendam.nl/";"http://media.iamsterdam.com/ndtrc/Images/20120118/0a9f6fdf-27ce-4a17-b444-445ca22ee22a.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120118/0a9f6fdf-27ce-4a17-b444-445ca22ee22a.jpg";"07/09/2012";"07/09/2012";"";
"0454999e-5ccb-41a4-9772-6ef45c2ff82f";"Paaseieren zoeken op het Hemmeland";"Het is weer zover! 1 ei is geen ei Kom daarom paaseieren zoeken bij het Mirror paviljoen op het Hemmeland. Iedereen is welkom, maar alleen kinderen mogen zoeken. Ouders en kinderen worden voorzien van iets lekkers.   Inschrijven vanaf 9:00u &euro: 2,00 per kind 10:00 uur beginnen we met eieren zoeken. Categorie&euml:n: 1 t/m 4 jaar en 5 t/m 9 jaar Bij slecht weer gaat het gewoon door!    Na afloop is er van 12-15uur gelegenheid om gezamenlijk een overheerlijke paasbrunch te nuttigen. Prijs: &euro: 16,50 p.p. Reserveren kan via email of telefoon   ";"Het is weer zover! 1 ei is geen ei Kom daarom paaseieren zoeken bij het Mirror paviljoen op het Hemmeland. Iedereen is welkom, maar alleen kinderen mogen zoeken. Ouders en kinderen worden voorzien van iets lekkers.   Inschrijven vanaf 9:00u &euro: 2,00 per kind 10:00 uur beginnen we met eieren zoeken. Categorie&euml:n: 1 t/m 4 jaar en 5 t/m 9 jaar Bij slecht weer gaat het gewoon door!    Na afloop is er van 12-15uur gelegenheid om gezamenlijk een overheerlijke paasbrunch te nuttigen. Prijs: &euro: 16,50 p.p. Reserveren kan via email of telefoon   ";"zondag 8 april 2012 t/m zondag 8 april 2012 ma-za: gesloten zo: 09:00 - 11:00 uur";"Varia";"2.3.18";"Mirror Paviljoen";"Monnickendam";"Waterlandse Zeedijk 1";"";"52.454614";"5,047474";"http://www.mirror-paviljoen.nl";"";"";"08/04/2012";"08/04/2012";"";
"0460b898-8ac9-45b8-968b-13bb5cfec0fe";"Mammoeten";"Ooit liepen er door de Zaanstreek mammoeten. Als je gaat graven in diep gelegen zandlagen vind je nog de resten van deze en andere dieren uit die tijd. Erwin Kaspers van Paleontologen vereniging Amathysta zal deze middag iets over die periode vertellen. Natuurlijk zijn er ook fossiele mammoeten botten te bekijken. ";"Ooit liepen er door de Zaanstreek mammoeten. Als je gaat graven in diep gelegen zandlagen vind je nog de resten van deze en andere dieren uit die tijd. Erwin Kaspers van Paleontologen vereniging Amathysta zal deze middag iets over die periode vertellen. Natuurlijk zijn er ook fossiele mammoeten botten te bekijken. ";"zondag 20 maart 2011 t/m zondag 20 maart 2011 ma-zo: geopend";"Lezing/Debat";"2.3.9";"Natuurmuseum E. Heimans";"Zaandam";"Thijssestraat 1";"1504 LB";"52.440629";"4.846625";"http://www.nme-zaanstreek.nl";"";"";"20/03/2011";"20/03/2011";"";
"0462dfd3-1df6-41bc-bad9-5d9eca943820";"Verkade Album Bosch en Heide";" Het Zaans Museum presenteert een nieuwe speciale tentoonstelling in het Verkade Paviljoen. Hier worden daar de originele aquarellen van het Verkade Album Bosch en Heide tentoongesteld. De langdurige reeks Verkade Albums vormt een hoogtepunt in de geschiedenis van de reclame in Nederland. In 1903 begon de Zaanse Brood-, Koek- en Beschuitfabrikant Verkade en Comp. met het uitgeven van de inmiddels beroemde plaatjesalbums: boeken voor het verzamelen van de losse kleurenplaatjes die bij verpakte artikelen werden verspreid.   ";" Het Zaans Museum presenteert een nieuwe speciale tentoonstelling in het Verkade Paviljoen. Hier worden daar de originele aquarellen van het Verkade Album Bosch en Heide tentoongesteld. De langdurige reeks Verkade Albums vormt een hoogtepunt in de geschiedenis van de reclame in Nederland. In 1903 begon de Zaanse Brood-, Koek- en Beschuitfabrikant Verkade en Comp. met het uitgeven van de inmiddels beroemde plaatjesalbums: boeken voor het verzamelen van de losse kleurenplaatjes die bij verpakte artikelen werden verspreid.   ";"dinsdag 15 maart 2011 t/m zondag 3 juli 2011 ma-zo: geopend";"Tentoonstelling";"2.3.14";"Zaans Museum";"Zaandam";"Schansend 7";"1509 AW";"52.473702";"4.823114";"http://www.zaanseschans-museum.nl";"";"";"15/03/2011";"03/07/2011";"";
"047a45e1-a5cf-4553-9c38-edca37b691d7";"Schaapscheer middag";"De schapen worden vandaag&nbsp:ontdaan van hun warme winterjas. Tijdens deze middag is er voor kinderen tussen de 4 en 8 jaar een leuke knutselactiviteit. Voor de liefhebbers is de wol te koop, kinderen mogen gewoon een plukje wol meenemen.  ";"De schapen worden vandaag&nbsp:ontdaan van hun warme winterjas. Tijdens deze middag is er voor kinderen tussen de 4 en 8 jaar een leuke knutselactiviteit. Voor de liefhebbers is de wol te koop, kinderen mogen gewoon een plukje wol meenemen.  ";"woensdag 25 mei 2011 t/m woensdag 25 mei 2011 ma-zo: geopend";"Varia";"2.3.18";"Boerderij Zorgvrij in Spaarnwoude";"Velsen-Zuid";"Genieweg 50";"1981 LN";"52.432842";"4.679287";"http://www.spaarnwoude.nl";"";"";"25/05/2011";"25/05/2011";"";
"047ca84c-f1c6-4b57-866c-e930e7f08f11";"Wedstrijd SC Telstar - FC Dordrecht";"Deze wedstrijd vindt plaats in het TATA Steel Stadion.";"Voor een overzicht van het complete wedstrijdprogramma van SC Telstar kun je kijken op: www.sctelstar.nl";"vrijdag 1 februari 2013, 20:00 uur";"Sportevenement";"2.3.13";"TATA Steel Stadion";"VELSEN-ZUID";"Tolsduinerlaan 10a";"1981 EG";"52.454892";"4.633967";"http://www.sctelstar.nl/";"http://media.iamsterdam.com/ndtrc/Images/20120703/cb992441-96c2-41d6-a9d6-2af6c72824f0.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120703/cb992441-96c2-41d6-a9d6-2af6c72824f0.jpg";"";"";"01/02/2013";
"04b27a7d-f79d-47f5-b03c-7657b166e3c3";"Culinair Uithoorn";"Op zaterdag 16 juni 2012 vindt voor het eerst ?Culinair Uithoorn aan de Amstel? plaats op het Marktplein/Wilhelminakade.";"Twaalf gerenommeerde restaurants en cateraars uit Uithoorn en omgeving zullen acte de pr&eacute:sence geven. Het Marktplein wordt omgetoverd in een groot culinair terras met daar omheen luxe pagodetenten, alwaar de restauranthouders door middel van kleine hapjes en drankjes hun menu&rsquo:s zullen presenteren.";"zaterdag 16 juni 2012, 14:00 - 21:00 uur";"Culinair";"2.3.6";"";"UITHOORN";"Amstelplein";"1421 SB";"52.232424";"4.828661";"http://www.culinairuithoornaandeamstel.nl/";"http://media.iamsterdam.com/ndtrc/Images/20120313/67e16bc9-1412-410f-b6d1-75fde0fbb489.jpg,http://media.iamsterdam.com/ndtrc/Images/20120313/11741a16-3bd6-4131-8e61-c0f921142602.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120313/67e16bc9-1412-410f-b6d1-75fde0fbb489.jpg";"";"";"16/06/2012";
